company_name,world_rank,headquarter,market cap(Billion USD),business_sector
"HUANLEJIA FOOD GROUP CO., LTD.","9,241",Saudi Arabia,0.786,"Healthcare, Biotechnology"
REPUBLIC BANCORP,"9,242",China,0.785,"Healthcare, Biotechnology"
PERFECT PRESENTATION FOR COMMERCIAL SERVICES COMPANY,"9,243",China,0.785,"Basic Materials, Chemicals"
SUZHOU BOAMAX TECHNOLOGIES GROUP,"9,244",India,0.785,"Industries, Shipping"
SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD.,"9,245",China,0.785,"Utilities, Electric Utilities"
ANDHRA BANK,"9,246",China,0.785,"Hotels, Resorts, Entertainment"
"GUANGDONG GUANHAO HIGH-TECH CO., LTD.","9,246",China,0.785,"Healthcare, Biotechnology"
"ZHEJIANG HAILIDE NEW MATERIAL CO.,LTD","9,247",Taiwan,0.785,"FMCG, Package Foods, Food Products"
SHENZHEN CENTER POWER TECH. CO. LTD,"9,248",USA,0.784,Real Estate
ENTIE COMMERCIAL BANK,"9,249",Canada,0.784,"Industries, Semiconductors, Electronics, Processors / Chips, Electrical Products"
KNOLL,"9,250",USA,0.784,"Communication Services, Media, Advertising, Consumer Services"
KELT EXPLORATION,"9,250",Taiwan,0.784,"Industries, Construction"
DOCGO INC.,"9,251",China,0.784,"Technology, Semiconductors"
SERCOMM CORPORATION,"9,252",USA,0.784,"Communication Services, Gaming"
HANGZHOU HUAXING CHUANGYE COMMUNICATION TECHNOLOGY,"9,253",UK,0.784,"Financial Services, Investments, Stock Markets, Trading, Capital Markets"
TELEPHONE AND DATA SYSTEMS,"9,254",Jersey,0.784,"Basic Materials, Iron and Steel, Chemicals, Metals"
LEARNING TECHNOLOGIES GROUP,"9,255",Canada,0.784,"Basic Materials, Chemicals"
DIGITAL 9 INFRASTRUCTURE PLC,"9,255",China,0.783,"Basic Materials, Iron and Steel"
PRECISION DRILLING CORPORATION,"9,256",China,0.783,"Basic Materials, Precious Metals"
TUYA INC.,"9,257",Taiwan,0.783,"Financial Services, Banking Services"
OCEAN'S KING LIGHTING SCIENCE & TECHNOLOGY,"9,258",Sweden,0.783,"Basic Materials, Iron and Steel"
TON YI INDUSTRIAL,"9,259",China,0.782,"Financial Services, Stock Markets, Trading, Capital Markets"
BONESUPPORT HOLDING AB (PUBL),"9,260",USA,0.782,"Utilities, Water Utilities, Conglomerate"
CHENGDU XUGUANG ELECTRONICS,"9,261",China,0.782,"Industries, Industry Machinery"
LENDINGCLUB CORPORATION,"9,262",Japan,0.782,"Industries, Construction"
CHINA UNION HOLDINGS,"9,263",Hong Kong,0.782,"Financial Services, Shell Company"
OHSHO FOOD SERVICE,"9,264",Australia,0.781,"Industries, Heavy Machinery, Railway, Heavy Vehicles, Trucks"
HUI XIAN REAL ESTATE INVESTMENT TRUST,"9,265",USA,0.781,"Industries, Conglomerate"
MCMILLAN SHAKESPEARE,"9,266",China,0.781,"Financial Services, Stock Markets, Trading, Capital Markets"
"APPLIED BLOCKCHAIN, INC.","9,267",China,0.781,"Financial Services, Banking Services, Stock Markets, Trading, Capital Markets"
QINGDAO ZHONGZI ZHONGCHENG GROUP,"9,268",China,0.781,"Basic Materials, Cement, Construction Materials"
"SHANDONG HAIHUA CO.,LTD","9,269",Japan,0.78,Real Estate
YANGZIJIANG FINANCIAL HOLDING LTD.,"9,270",China,0.78,"Basic Materials, Chemicals"
ELECOM,"9,271",China,0.78,"Healthcare, Electronics, Pharmaceutical"
CLIENT SERVICE INTERNATIONAL,"9,272",China,0.78,"Industries, Infrastructure, Industry Machinery"
GUANGZHOU GUANGRI STOCK,"9,273",China,0.78,"Industries, Business Services"
ZHEJIANG INT'L GROUP,"9,274",South Africa,0.779,"Utilities, Electric Utilities, Renewable Energy"
MORIMATSU INTERNATIONAL HOLDINGS COMPANY LIMITED,"9,275",Spain,0.779,"Technology, Communications Equipment"
ITALTILE,"9,276",Hong Kong,0.779,"Meat / Poultry / Fish / Chicken, Food Products"
"PROEDUCA ALTUS, S.A.","9,277",Thailand,0.779,"Industries, Industry Machinery"
POLY PROPERTY GROUP,"9,278",UK,0.779,"Automobile Parts, Automobile, Bikes, Scooters"
BANGKOK AIRWAYS PUBLIC COMPANY LIMITED,"9,279",China,0.779,"Automobile, Automobile Parts"
TEMPLE BAR INVESTMENT TRUST,"9,280",China,0.779,"Healthcare, Medical Equipment"
HUAMI CORPORATION,"9,281",Germany,0.778,"Technology, Software and IT"
BEIJING STARNETO TECHNOLOGY,"9,281",China,0.778,Real Estate
RHON-KLINIKUM,"9,282",Japan,0.778,Real Estate
GUANGDONG GUANGHUA SCI-TECH,"9,283",China,0.778,Asset Management
SEIREN,"9,284",USA,0.778,"Industries, Capital Goods, Industry Machinery"
GETEIN BIOTECH,"9,285",Taiwan,0.778,Real Estate
NATIONAL HEALTHCARE CORPORATION,"9,286",Taiwan,0.778,"Technology, Electrical Products, Machinery Manufacturing, Technology Hardware and Instruments"
CHIEF TELECOM,"9,287",Taiwan,0.778,"Communication Services, Software and IT, Media, Advertising, Internet or Mobile App Based Business"
SYSTEX CORPORATION,"9,288",India,0.778,"Communication Services, Entertainment"
KENDA RUBBER INDUSTRIAL,"9,289",USA,0.778,"Industries, Construction Materials, Capital Goods, Heavy Machinery"
GODAWARI POWER & ISPAT,"9,290",China,0.777,"Real Estate, Retail, Property Investments, Commercial Properties"
BARINGS BDC,"9,291",Japan,0.777,"Industries, Industry Machinery"
ANHUI SUN CREATE ELECTRONICS,"9,292",UK,0.777,"Financial Services, Asset Management"
"JUROKU FINANCIAL GROUP,INC.","9,293",Finland,0.777,"Financial Services, Asset Management"
ABRDN PRIVATE EQUITY OPPORTUNITIES TRUST PLC,"9,294",Australia,0.777,"Technology, Electronics, Consumer Electronics"
TOKMANNI GROUP OYJ,"9,295",Taiwan,0.777,"Industries, Construction"
CODAN,"9,296",USA,0.776,"Financial Services, Asset Management"
"WINWAY TECHNOLOGY CO., LTD.","9,297",South Korea,0.776,"Financial Services, Asset Management"
SILK ROAD MEDICAL,"9,298",Spain,0.776,"Basic Materials, Chemicals"
DAEWOONG PHARMACEUTICAL,"9,299",UK,0.776,"Financial Services, Asset Management"
GRENERGY RENOVABLES,"9,300",Hong Kong,0.776,"Metal Fabrication Products, Metal Products Manufacturing"
MARSHALLS,"9,301",UK,0.776,"Technology, Technology Hardware and Instruments"
GRAND MING GROUP HOLDINGS,"9,302",Switzerland,0.776,"Healthcare, HealthCare Products, Pharmaceutical"
TI FLUID SYSTEMS,"9,303",China,0.776,"Technology, Communications Equipment"
IMPLENIA AG,"9,304",China,0.776,"Healthcare, Pharmaceutical"
SUZHOU DOUSON DRILLING & PRODUCTION EQUIPMENT,"9,305",China,0.775,"Retail, Department Stores"
"MIRACLL CHEMICALS CO.,LTD","9,306",South Korea,0.775,"Financial Services, Asset Management"
AEROSUN CORPORATION,"9,307",China,0.775,"Industries, Electronics, Office Equipment"
"SD BIOSENSOR, INC","9,308","UK, Guernsey",0.775,"Industries, Electrical Products"
CANGZHOU DAHUA,"9,309",USA,0.775,"Communication Services, Consumer Durables, Publishing, Advertising"
JLEN ENVIRONMENTAL ASSETS GROUP LIMITED,"9,310",Singapore,0.775,"Healthcare, HealthCare Products, Biotechnology, Pharmaceutical"
ADMA BIOLOGICS,"9,311",Japan,0.775,"Healthcare, Pharmaceutical, HealthCare Products"
AEM HOLDINGS LTD,"9,312",China,0.775,Real Estate
MITSUBOSHI BELTING,"9,313",India,0.775,"Software and IT, Technology, Internet or Mobile App Based Business"
QUAKESAFE TECHNOLOGIES,"9,314",Brazil,0.775,"Real Estate, Retail, Property Investments, Commercial Properties"
ALOK INDUSTRIES,"9,315",China,0.775,"FMCG, Package Foods, Food Products"
BOA VISTA SERVICOS S.A.,"9,316",China,0.774,"Industries, Transportation, Freight Transport"
GUANGDONG HOTATA TECHNOLOGY GROUP,"9,317",China,0.774,"Construction, Residential Properties, Real Estate"
EVEREST MEDICINES LIMITED,"9,318",USA,0.774,"Financial Services, Stock Markets, Trading, Capital Markets"
"GUANGDONG LYRIC ROBOT AUTOMATION CO., LTD.","9,319",USA,0.773,"Furniture, Engineering Products, Building Products and Equipment"
BRIGHTSPHERE INVESTMENT GROUP,"9,320",India,0.773,"Financial Services, Apparels and Accessories, Textile, Consumer Non Durables, Asset Management"
MIDCAP FINANCIAL INVESTMENT CORPORATION,"9,321",Hong Kong,0.773,"Industries, Tools and Equipment"
STERLING AND WILSON SOLAR LIMITED,"9,322",China,0.773,Asset Management
COSMOPOLITAN INTERNATIONAL HOLDINGS,"9,323",China,0.773,"Financial Services, Stock Markets, Trading, Capital Markets"
SHANGHAI HENLIUS BIOTECH,"9,324",India,0.772,"Technology, Software and IT"
CHENGDU GUIBAO SCIENCE & TECHNOLOGY,"9,325",Spain,0.772,"Healthcare, HealthCare Products, Biotechnology"
MINDA CORPORATION,"9,326",Australia,0.772,"Automobile Dealers, Luxury Goods"
EDREAMS ODIGEO,"9,327",UK,0.772,"Automobile, Automobile Parts"
ARENA REIT,"9,328",China,0.772,Advertising
BICYCLE THERAPEUTICS,"9,329",China,0.772,"Energy, Oil and Gas"
HENAN THINKER AUTOMATIC EQUIPMENT,"9,330",Indonesia,0.771,"Basic Materials, Agriculture Related"
BEIJING WATER BUSINESS DOCTOR,"9,331",China,0.771,"Industries, Aerospace and Defense"
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,"9,332",India,0.771,"Industries, Electronics, Electrical Products"
HAINAN HAIYAO,"9,333",China,0.771,"Industries, Industry Machinery"
JM FINANCIAL,"9,334",China,0.771,"Industries, Shipping"
FUJIAN YONGFU POWER ENGINEERING,"9,335",Belgium,0.771,"Real Estate, Property Investments"
SHANGHAI PUDONG ROAD & BRIDGE CONSTRUCTION,"9,336",France,0.77,"Healthcare, Pharmaceutical, HealthCare Products, Biotechnology"
RETAIL ESTATES,"9,337",Taiwan,0.77,"Healthcare, Healthcare Technology and Information"
THERMADOR GROUPE SA,"9,338",China,0.77,"Basic Materials, Chemicals"
TXC CORPORATION,"9,339",China,0.77,"Non-Alcoholic Beverages, Beverages"
"COSONIC INTELLIGENT TECHNOLOGIES CO., LTD.","9,340",China,0.77,"Healthcare, Pharmaceutical"
SHANGHAI LANSHENG CORPORATION,"9,341",Thailand,0.77,"Communication Services, Telecom"
GUANGXI GUIDONG ELECTRIC POWER,"9,342",Sweden,0.77,"Industries, Office Equipment"
JWD INFOLOGISTICS PUBLIC COMPANY,"9,343",China,0.77,"Basic Materials, Chemicals"
FASTPARTNER AB (PUBL),"9,344",Japan,0.77,"FMCG, Package Foods, Food Products"
CHINA SECURITY,"9,345",China,0.77,"Agriculture Related, Farming / Seeds / Milling"
KOMEDA HOLDINGS,"9,346",Germany,0.77,"Automobile, Automobile Parts"
GUOGUANG ELECTRIC COMPANY,"9,347",Sweden,0.769,"Industries, Business Services"
DRAGERWERK AG & CO. KGAA,"9,348",Taiwan,0.769,"Retail, Real Estate"
NOBINA AB (PUBL),"9,348",USA,0.769,Real Estate
CHAROEN POKPHAND ENTERPRISE(TAIWAN),"9,349",Canada,0.769,"Industries, Building Products and Equipment, Construction Materials"
NEXTDECADE CORPORATION,"9,350",Japan,0.769,"Industries, Aerospace and Defense"
MARTINREA INTERNATIONAL,"9,351",Thailand,0.769,Real Estate
KYB CORPORATION,"9,352",Argentina,0.769,"Industries, Engineering Products, Engineering Services, Construction"
GUNKUL ENGINEERING PUBLIC COMPANY,"9,353",India,0.769,"Business Services, Professional Services"
CONSULTATIO,"9,354",Japan,0.769,"Retail, Super Markets, Real Estate"
PRINCE PIPES AND FITTINGS,"9,355",Bermuda,0.769,Industry Machinery
HEIWADO,"9,356",Ireland,0.768,Luxury Goods
NORDIC AMERICAN TANKERS,"9,357",Japan,0.768,"Healthcare, Medical Equipment, HealthCare Products"
CAIRN HOMES,"9,358",UK,0.768,Package Foods
MONOGATARI CORPORATION,"9,359",India,0.768,"Retail, Real Estate, Department Stores, Sports Related, Logistics"
S4 CAPITAL,"9,360",USA,0.768,"Industries, Engineering Products, Engineering Services, Construction"
JK LAKSHMI CEMENT,"9,361",USA,0.768,"Industries, Power Equipment, Electrical Products"
PERDOCEO EDUCATION CORPORATION,"9,362",China,0.768,"Industries, Construction"
DENBURY RESOURCES,"9,362",Brazil,0.768,"Healthcare, Biotechnology, Biopharmaceutical"
SHENZHEN YSSTECH INFO-TECH,"9,363",Denmark,0.768,"Technology, Electronics, Capital Goods"
LOCAWEB SERVICOS DE INTERNET S.A.,"9,364",Taiwan,0.768,"Real Estate, Consumer Services, Property Investments"
PER AARSLEFF HOLDING A/S,"9,365",China,0.768,"Industries, Industry Machinery"
CORETRONIC CORPORATION,"9,366",USA,0.768,"Technology, Software and IT"
CHINA YONGDA AUTOMOBILES SERVICES HOLDINGS,"9,367",USA,0.767,"Engineering Products, Engineering Services, Sugar, Chocolate & Confectionery, FMCG"
INTERNATIONAL MONEY EXPRESS,"9,368",Turkey,0.767,"FMCG, Package Foods, Food Products"
ABERDEEN TOTAL DYNAMIC DIVIDEND FUND,"9,369",South Korea,0.767,"Financial Services, Stock Markets, Trading, Capital Markets"
KOZA ANADOLU METAL MADENCILIK ISLETMELERI,"9,370",China,0.767,Real Estate
HANALL BIOPHARMA,"9,371",Taiwan,0.767,"Pharmaceutical, FMCG, Home Care Products"
BAOTA INDUSTRY,"9,372",China,0.767,"Leisure, Entertainment"
SHINKONG SYNTHETIC FIBERS CORPORATION,"9,373",China,0.767,"Financial Services, Banking Services"
DAZHONG TRANSPORTATION (GROUP),"9,374",Poland,0.767,"Utilities, Water Utilities"
BESTSUN ENERGY,"9,375",China,0.767,"Industries, Outsourcing and Staffing"
WIRTUALNA POLSKA HOLDING S.A.,"9,376",Finland,0.767,"Industries, Airlines, Aviation"
JOEONE,"9,377",Cayman Islands,0.767,"Automobile, Automobile Parts"
FINNAIR OYJ,"9,378",China,0.766,"Basic Materials, Chemicals"
APOLLO STRATEGIC GROWTH CAPITAL,"9,378",Singapore,0.766,"Basic Materials, Agriculture Related"
CHONGQING PHARSCIN PHARMACEUTICAL,"9,379","Isle of Man, South Africa",0.766,"Industries, Industry Machinery"
STARHILL GLOBAL REAL ESTATE INVESTMENT TRUST,"9,380",China,0.766,"Financial Services, Banking Services"
MAS REAL ESTATE,"9,381",China,0.766,"Basic Materials, Chemicals, Fertilizers, Agriculture Related"
"SHENZHEN NEWWAY PHOTOMASK MAKING CO., LTD","9,382",Japan,0.766,"Industries, Industry Machinery"
QINGDAO TOPSCOMM COMMUNICATION,"9,383",USA,0.766,"Industries, Electrical Products"
MAX CO. LTD,"9,384",China,0.766,"Energy, Coal Mining, Mining"
TOMPKINS FINANCIAL CORPORATION,"9,385",Japan,0.765,"Basic Materials, Chemicals"
HUBEI HUITIAN NEW MATERIALS,"9,386",France,0.765,"Technology, Communications Equipment"
MARUHA NICHIRO CORPORATION,"9,387",China,0.765,"Communication Services, Advertising"
MANUTAN INTERNATIONAL SA,"9,388",Poland,0.765,"Technology, Software and IT, Media"
TUNGHSU AZURE RENEWABLE ENERGY,"9,389",China,0.765,"Technology, Software and IT Infrastructure, Cloud Services, Software and IT"
DOM DEVELOPMENT S.A.,"9,390",China,0.765,"Technology, Software and IT"
"QINGDAO NOVELBEAM TECHNOLOGY CO.,LTD.","9,391",China,0.765,"Communication Services, Publishing"
HONGRUN CONSTRUCTION GROUP,"9,392",China,0.765,"Industries, Construction"
SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL,"9,393",China,0.765,"Industries, Aerospace and Defense"
GUODIAN NANJING AUTOMATION,"9,394",India,0.764,"Basic Materials, Chemicals"
WHIRLPOOL CHINA,"9,395",Argentina,0.764,Financial Services
EPL LIMITED,"9,396",UK,0.764,Shell Company
S.A. SAN MIGUEL,"9,397",China,0.764,"Healthcare, Healthcare Service, Hospitals"
GCP INFRASTRUCTURE INVESTMENTS LIMITED,"9,398",UK,0.764,"Basic Materials, Chemicals"
YANTAI ZHENGHAI BIOTECHNOLOGY,"9,399",China,0.764,"Industries, Outsourcing and Staffing"
GOCO GROUP,"9,399",Taiwan,0.763,"Industries, Industry Machinery"
SZZT ELECTRONICS,"9,400",China,0.763,"Healthcare, Pharmaceutical, HealthCare Products"
FITIPOWER INTEGRATED TECHNOLOGY,"9,401",Germany,0.763,"Energy, Oil and Gas"
HAILIR PESTICIDES AND CHEMICALS GROUP,"9,402",USA,0.762,"Automobile, Automobile Parts"
PATRIZIA AG,"9,403",China,0.762,"Basic Materials, Iron and Steel, Metals"
QCR HOLDINGS,"9,404",USA,0.762,"Automobile, Automobile Parts"
SHENZHEN SINOVATIO TECHNOLOGY,"9,405",USA,0.762,Real Estate
CASSAVA SCIENCES,"9,406",China,0.762,Farming / Seeds / Milling
DIME COMMUNITY BANCSHARES,"9,407",China,0.762,Retail
"SHANDONG SANYUAN BIOTECHNOLOGY CO.,LTD.","9,408",Japan,0.761,Software and IT
SHANGHAI HILE BIO-TECHNOLOGY,"9,409",China,0.761,Financial Services
MITANI CORPORATION,"9,410",China,0.761,"Financial Services, Banking Services"
HICONICS ECO-ENERGY TECHNOLOGY,"9,411",India,0.761,"Industries, Metal Products Manufacturing, Industry Machinery, Machinery Manufacturing, Electrical Products"
JIANGSU SHENTONG VALVE,"9,412",Sweden,0.761,Food Chains / Distributor
LEMON TREE HOTELS LIMITED,"9,413",USA,0.761,"Energy, Coal Mining, Mining"
XVIVO PERFUSION AB (PUBL),"9,414",USA,0.761,"Technology, Software and IT"
NEVRO,"9,415",China,0.761,"Technology, Software and IT"
FUELCELL ENERGY,"9,416",Taiwan,0.761,Construction Materials
SHUI ON LAND,"9,417",China,0.761,"Healthcare, Pharmaceutical, HealthCare Products"
ASIA PACIFIC TELECOM,"9,418",China,0.76,"Meat / Poultry / Fish / Chicken, Animal Feed, Farming / Seeds / Milling"
BEIJING ORIENT LANDSCAPE & ENVIRONMENT,"9,419",China,0.76,"Meat / Poultry / Fish / Chicken, Food Products, FMCG, Farming / Seeds / Milling"
GOSUNCN TECHNOLOGY GROUP,"9,420",USA,0.76,"Basic Materials, Chemicals"
JINLONGYU GROUP,"9,421",Germany,0.76,Real Estate
EBIX,"9,422",UK,0.76,"Industries, Electrical Products"
CROPENERGIES AG,"9,423",USA,0.76,"Basic Materials, Chemicals"
CLIPPER LOGISTICS,"9,423",China,0.76,"Basic Materials, Iron and Steel"
OMEGA FLEX,"9,424",China,0.76,"Technology, Software and IT"
"LIAONING HE EYE HOSPITAL GROUP CO., LTD.","9,425",China,0.76,"Industries, Railway, Railway Components"
"JIANGSUJIBEIER PHARMACEUTICAL CO., LTD.","9,426",China,0.76,"FMCG, Package Foods, Food Products"
LINKLOGIS,"9,427",Thailand,0.759,"Basic Materials, Forest Products, Chemicals"
"ZHEJIANG HUAKANG PHARMACEUTICAL CO., LTD.","9,428",USA,0.759,Hotels
LOTUS'S RETAIL GROWTH FREEHOLD AND LEASEHOLD PROPERTY FUND,"9,429",China,0.759,"Real Estate, Property Investments"
BLACKROCK MUNIYIELD QUALITY FUND,"9,430",UK,0.759,"Technology, Software and IT"
BRIGHT REAL ESTATE GROUP,"9,431",China,0.759,"Technology, Technology Hardware and Instruments"
CERES POWER HOLDINGS,"9,432",UAE,0.759,"Industries, Aerospace and Defense, Aerospace Products, Aircraft Parts, Capital Goods"
"CAPITALONLINE DATA SERVICE CO., LTD.","9,433",USA,0.759,"Financial Services, Banking Services"
YALLA GROUP LTD,"9,434",China,0.759,"Retail, Construction Materials"
QUANTERIX CORPORATION,"9,435",Malaysia,0.759,"Technology, Electronics, Semiconductors"
ZHEJIANG DOYIN PUMP INDUSTRY,"9,436",China,0.758,"Industries, Heavy Machinery"
ORIENTAL HOLDINGS BHD,"9,437",China,0.758,"Industries, Freight Transport"
XIAMEN CHANGELIGHT,"9,438",Japan,0.758,"Financial Services, Banking Services"
CHINA DESIGN GROUP,"9,439",Taiwan,0.758,"Industries, Aerospace and Defense"
TAKUMA,"9,440",Chile,0.758,"Industries, Outsourcing and Staffing"
INNODISK CORPORATION,"9,441",China,0.758,"Industries, Construction"
ADMINISTRADORA DE FONDOS DE PENSIONES HABITAT,"9,442",Hong Kong,0.758,"Education, Network Hardware and Software, Networking Products / Solutions"
CHINA YOURAN DAIRY GROUP LIMITED,"9,443",Brazil,0.758,"Industries, Industry Machinery"
YUEXIU TRANSPORT INFRASTRUCTURE,"9,444",USA,0.758,Farming / Seeds / Milling
BANCO ABC BRASIL,"9,445",China,0.758,Financial Services
CIPHER MINING INC.,"9,446",Thailand,0.757,"Financial Services, Asset Management"
"JIANGSU LONGDA SUPERALLOY CO., LTD.","9,447",USA,0.757,"Financial Services, Banking Services"
DOHOME PUBLIC COMPANY LIMITED,"9,448",China,0.757,"Communication Services, Entertainment"
KKR REAL ESTATE FINANCE TRUST,"9,449",Switzerland,0.757,"Industries, Electrical Products"
FUJIAN SNOWMAN,"9,450",USA,0.757,"Optical Products, Engineering Products, Leisure"
HIAG IMMOBILIEN HOLDING AG,"9,451",China,0.757,"Industries, Construction"
LONGVIEW ACQUISITION CORP. II,"9,452",USA,0.757,"Technology, Computers Hardware"
OCUMENSION THERAPEUTICS,"9,453",USA,0.757,Retail
"Cadre Holdings, Inc.","9,454",South Korea,0.757,Industries
EAGLE BANCORP,"9,455",Japan,0.757,"Basic Materials, Plastics / Plastic Products, Chemicals"
"PARADISE CO., LTD.","9,456",Japan,0.756,"Home Furnishing, Furniture"
KURA SUSHI,"9,457",Taiwan,0.756,"Leisure, Musical Instruments"
NISSAN SHATAI,"9,458",India,0.755,"Non-Alcoholic Beverages, Beverages"
GRAPE KING BIO LTD,"9,459",Australia,0.755,Retail
EASY TRIP PLANNERS LIMITED,"9,460",USA,0.755,"Industries, Business Services"
OBJECTIVE CORPORATION,"9,461",Ireland,0.755,"Industries, Construction"
PERELLA WEINBERG PARTNERS,"9,462",Canada,0.755,"Energy, Oil and Gas"
UNIPHAR,"9,463",Russia,0.754,"Consumer Durables, Restaurants"
CARDINAL ENERGY,"9,464",Japan,0.754,"Industries, Business Services"
"PUBLIC JOINT STOCK COMPANY ""INGRAD""","9,464",China,0.754,"Technology, Semiconductors"
TKP CORPORATION,"9,465",China,0.754,"Home Appliances, Kitchen Appliances, Consumer Electronics, Electronics, Home Furnishing"
ASCENTAGE PHARMA GROUP INTERNATIONAL,"9,466",China,0.753,"Bus Manufacturing, Automobile"
LUOYANG BEARING SCIENCE & TECHNOLOGY,"9,467",Japan,0.753,"Apparels and Accessories, Footwear"
GOHIGH DATA NETWORKS TECHNOLOGY,"9,468",China,0.753,"Industries, Industry Machinery"
NISSHIN OILLIO GROUP,"9,469",South Korea,0.753,"FMCG, Package Foods, Food Products"
JIANGSU PACIFIC PRECISION FORGING,"9,470",UK,0.753,"Basic Materials, Chemicals"
POONGSAN CORPORATION,"9,471",China,0.753,"Industries, Shipping"
W.A.G PAYMENT SOLUTIONS PLC,"9,472",USA,0.753,"Real Estate, Retail, Property Investments, Commercial Properties"
"HENAN SHIJIA PHOTONS TECHNOLOGY CO., LTD.","9,473",Denmark,0.753,"Financial Services, Insurance"
CALAMOS CONVERTIBLE AND HIGH INCOME FUND,"9,474",India,0.752,"Basic Materials, Agriculture Related"
UNITED INTERNATIONAL ENTERPRISES,"9,475",USA,0.752,"Healthcare, Medical Equipment"
METROPOLIS HEALTHCARE LIMITED,"9,476",China,0.752,"Financial Services, Banking Services"
NEUBERGER BERMAN NEXT GENERATION CONNECTIVITY FUND INC.,"9,477",USA,0.752,"Financial Services, Stock Markets, Trading, Capital Markets"
GUANGDONG CHJ INDUSTRY,"9,478",China,0.752,"Industries, Automobile, Industry Machinery"
PREFORMED LINE PRODUCTS COMPANY,"9,479","UK, Guernsey",0.752,"Healthcare, Biotechnology"
SHANDONG XINNENG TAISHAN POWER GENERATION,"9,480",China,0.751,"Retail, Food Products, Consumer Non Durables, Food Chains / Distributor"
UK COMMERCIAL PROPERTY REIT LIMITED,"9,481",Turkey,0.751,"Industries, Conglomerate"
JIANGSU JIANGNAN WATER,"9,482",Japan,0.751,Packaging
MARGUN ENERJI URETIM SANAYI VE TICARET A.S.,"9,483",USA,0.751,Footwear
GLOBAL ONE REAL ESTATE INVESTMENT,"9,484",Singapore,0.751,"Financial Services, Banking Services"
ALPHA AND OMEGA SEMICONDUCTOR,"9,485",Hong Kong,0.751,"Healthcare, HealthCare Products, Pharmaceutical"
PERENNIAL REAL ESTATE HOLDINGS,"9,486",USA,0.751,"Technology, Electronics, Technology Hardware and Instruments, Communications Equipment"
TCL ELECTRONICS HOLDINGS LTD,"9,486",Canada,0.751,"Technology, Software and IT"
SCHWEITZER-MAUDUIT INTERNATIONAL,"9,487",India,0.75,Restaurants
COVEO SOLUTIONS INC.,"9,487",USA,0.75,Retail
KIRLOSKAR FERROUS INDUSTRIES,"9,488",USA,0.75,"Automobile, Automobile Parts"
"PERIMETER SOLUTIONS, SA","9,489",Japan,0.75,"Financial Services, Banking Services"
GRAY TELEVISION,"9,490",USA,0.75,"Communication Services, Gaming"
ICHIGO,"9,491",Switzerland,0.75,Textile
DRIL-QUIP,"9,492",USA,0.75,"Industries, Industry Machinery"
LEONTEQ AG,"9,493",Canada,0.75,"Automobile, Automobile Parts"
CORNERSTONE TOTAL RETURN FUND,"9,494",France,0.75,Textile
FORAN MINING CORPORATION,"9,495",China,0.75,"Industries, Outsourcing and Staffing"
ABIVAX SOCIETE ANONYME,"9,496",China,0.75,"Automobile, Automobile Parts"
JIANGSU HUAHONG TECHNOLOGY STOCK,"9,497",China,0.75,"Financial Services, Banking Services"
JINZHOU PORT,"9,498",Brazil,0.749,"Technology, Technology Hardware and Instruments"
GANSU YASHENG INDUSTRIAL (GROUP),"9,499",USA,0.749,"Financial Services, Insurance"
KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,"9,500",Mexico,0.749,Packaging
BRISTOW GROUP INC.,"9,501",France,0.749,Real Estate
GENOMMA LAB INTERNACIONAL,"9,502",India,0.749,Packaging
SYNERGIE SE,"9,503",Mexico,0.749,Industries
GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,"9,504",China,0.748,"Technology, Software and IT"
AXTEL,"9,505",USA,0.748,Restaurants
LONGYAN ZHUOYUE NEW ENERGY,"9,506",China,0.748,"Technology, Software and IT, Software Products"
INNOVIVA,"9,507",China,0.748,"Communication Services, Technology, Entertainment"
JIANGYIN JIANGHUA MICROELECTRONICS MATERIALS,"9,508",France,0.748,Textile
HITGEN INC.,"9,509",Japan,0.748,"Industries, Consulting Services"
SAVENCIA SA,"9,510",USA,0.748,"Healthcare, Biotechnology"
RIKEN KEIKI,"9,511",China,0.747,"Basic Materials, Gold Mining, Mining"
"NERDWALLET, INC.","9,512",China,0.747,"Technology, Technology Hardware and Instruments"
WUHAN EAST LAKE HIGH TECHNOLOGY GROUP,"9,513",China,0.747,"Industries, Electrical Products"
"RAYHOO MOTOR DIES CO.,LTD.","9,514",USA,0.747,"Basic Materials, Mining"
HANWANG TECHNOLOGY,"9,515",USA,0.747,"Technology, Software and IT"
"MATIV HOLDINGS, INC.","9,516",Hong Kong,0.747,"Technology, Telecom, Utilities, Telecom Equipment, Networking Products / Solutions"
BRANDYWINE REALTY TRUST,"9,517",South Korea,0.746,"Industries, Mining, Iron and Steel, Metals, Heavy Machinery"
PAX GLOBAL TECHNOLOGY,"9,518","UK, Guernsey",0.746,Packaging
SK GAS,"9,519",Japan,0.746,"Basic Materials, Aluminum"
TETRAGON FINANCIAL GROUP,"9,520",China,0.746,"Basic Materials, Chemicals, Fertilizers, Agriculture Related"
AUTOBACS SEVEN,"9,521",Hong Kong,0.746,Real Estate
